#adm1+pcode,#adm2+pcode,#date,#affected+infected+confirmed+total,#affected+infected+dead+total,created_at,created_by
CD41,CD4102,2020-08-06,0.6858740357233297,0.017766239945233697,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4108,2020-08-06,0.9785134418148376,0.02534649759497748,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4104,2020-08-06,0.3607371943123866,0.009344199105839187,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4109,2020-08-06,0.6006226335469478,0.015557967306459858,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4103,2020-08-06,0.38976912953681275,0.010096215220179602,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4105,2020-08-06,0.3026296026357735,0.007839034363340016,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4101,2020-08-06,0.8902688619221311,0.023060692478318153,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4107,2020-08-08,0.791585100507781,0.020504480560868104,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4102,2020-08-08,0.6858740357233297,0.017766239945233697,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4108,2020-08-08,0.9785134418148376,0.02534649759497748,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4104,2020-08-08,0.3607371943123866,0.009344199105839187,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4109,2020-08-08,0.6006226335469478,0.015557967306459858,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4103,2020-08-08,0.38976912953681275,0.010096215220179602,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4105,2020-08-08,0.3026296026357735,0.007839034363340016,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4101,2020-08-08,0.8902688619221311,0.023060692478318153,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4107,2020-08-11,0.791585100507781,0.020504480560868104,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4102,2020-08-11,0.6858740357233297,0.017766239945233697,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4108,2020-08-11,0.9785134418148376,0.02534649759497748,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4104,2020-08-11,0.3607371943123866,0.009344199105839187,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4109,2020-08-11,0.6006226335469478,0.015557967306459858,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4103,2020-08-11,0.38976912953681275,0.010096215220179602,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4105,2020-08-11,0.3026296026357735,0.007839034363340016,2020-12-11 10:12:10.548655,tinkavalentijn
CD41,CD4101,2020-08-11,0.8902688619221311,0.023060692478318153,2020-12-11 10:12:10.548655,tinkavalentijn
